Name,id,Description
Sacred Orb,691,"Prevents items of quality 0-1 from appearing, and items of quality 2 from appearing 33% of the time. Quest items are unaffected."
Sanguine Bond,692,Spawns a special set of spikes in the Devil Room . Taking damage from the spikes has a chance to grant a reward.
The Swarm,693,"Spawns eight orbital flies, which turn into Blue Flies after they block a shot. Each time a room is cleared, spawns another orbital fly."
Heartbreak,694,Grants 3 broken hearts and +0.25 damage for every broken heart Isaac has. Every otherwise fatal hit will add 2 more until Isaac has nothing but broken hearts.
Bloody Gust,695,"The first 6 times Isaac takes damage on a given floor, he gains Speed and Fire Rate for the rest of the floor, up to a maximum of +1.02 and +3.00, respectively."
Salvation,696,Gives Isaac a halo that summons beams of light on enemies inside it. The halo grows larger the more times Isaac has taken damage this floor.
Vanishing Twin,697,Spawns a familiar that becomes a weaker clone of the floor's boss when entering the Boss Room . Defeating it drops an extra item .
Twisted Pair,698,"Spawns two familiars that float on either side of Isaac and fire tears that use his tears , range , shot speed , and tear effects , and scale with damage ."
Azazel's Rage,699,"Isaac builds rage every time a room is cleared. After four rooms, fires a large Brimstone laser when entering the next room."
Echo Chamber,700,"When Isaac uses a Card , Pill , or Rune , he also uses a copy of the previous three Cards/Pills/Runes he used after picking up Echo Chamber."
Isaac's Tomb,701,Spawns an Old Chest at the start of each floor.
Vengeful Spirit,702,"After taking damage, spawns an orbital wisp that lasts for the entire floor, up to a maximum of six. They fire tears but do not block shots."
Supper,707,Grants one full Red Heart container . Heals 1 additional Red Heart .
Stapler,708,"+1 Damage . Prevents Isaac from firing tears from his left eye, like Cain ."
Keeper's Sack,716,"Gives range , speed , or damage when buying things from a shop. Also spawns three coins and a Key on pickup."
Keeper's Kin,717,"Rocks and other Obstacles spawn blue spiders over time while in a room with enemies, and spawn two blue spiders when destroyed."
TMTRAINER,721,"Causes all future items to be ""glitched"", granting them completely random effects."
Hypercoagulation,724,"After Isaac takes damage from an enemy or donates health, launches Red Hearts from Isaac that despawn after 1.5 seconds."
IBS,725,"Causes Isaac to throw poop, create buffing creep , or drop bombs while fighting enemies."
Hemoptysis,726,"Double-tapping a fire button causes Isaac to sneeze blood, dealing damage to enemies in front of him. Affected enemies are cursed and take more damage from Brimstone -like attacks."
Ghost Bombs,727,+5 Bombs . Bombs become spectral and spawn ghosts that deal contact damage to enemies and explode after 10 seconds.
Glass Eye,730,"+0.75 damage , +1 luck ."
Stye,731,"Tears fired from Isaac's right eye have +28% Damage , +6.5 Range , and -0.3 Shot Speed ."
Mom's Ring,732,+1 Damage . Drops a random Rune or Soul Stone upon pickup.
